order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,seller_zip_code_prefix,seller_city,seller_state
e481f51cbdc54678b7cc49136f2d6af7,9ef432eb6251297304e76186b10a928d,delivered,2/10/2017 10:56,2/10/2017 11:07,4/10/2017 19:55,10/10/2017 21:25,18/10/2017 0:00,1,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,6/10/2017 11:07,29.99,8.72,1,credit_card,1,18.12,a54f0611adc9ed256b57ede6b6eb5114,4,,"Não testei o produto ainda, mas ele veio correto e em boas condições. Apenas a caixa que veio bem amassada e danificada, o que ficará chato, pois se trata de um presente.",11/10/2017 0:00,12/10/2017 3:43,utilidades_domesticas,40,268,4,500,19,8,13,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP,9350,maua,SP
e481f51cbdc54678b7cc49136f2d6af7,9ef432eb6251297304e76186b10a928d,delivered,2/10/2017 10:56,2/10/2017 11:07,4/10/2017 19:55,10/10/2017 21:25,18/10/2017 0:00,1,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,6/10/2017 11:07,29.99,8.72,3,voucher,1,2,a54f0611adc9ed256b57ede6b6eb5114,4,,"Não testei o produto ainda, mas ele veio correto e em boas condições. Apenas a caixa que veio bem amassada e danificada, o que ficará chato, pois se trata de um presente.",11/10/2017 0:00,12/10/2017 3:43,utilidades_domesticas,40,268,4,500,19,8,13,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP,9350,maua,SP
e481f51cbdc54678b7cc49136f2d6af7,9ef432eb6251297304e76186b10a928d,delivered,2/10/2017 10:56,2/10/2017 11:07,4/10/2017 19:55,10/10/2017 21:25,18/10/2017 0:00,1,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,6/10/2017 11:07,29.99,8.72,2,voucher,1,18.59,a54f0611adc9ed256b57ede6b6eb5114,4,,"Não testei o produto ainda, mas ele veio correto e em boas condições. Apenas a caixa que veio bem amassada e danificada, o que ficará chato, pois se trata de um presente.",11/10/2017 0:00,12/10/2017 3:43,utilidades_domesticas,40,268,4,500,19,8,13,7c396fd4830fd04220f754e42b4e5bff,3149,sao paulo,SP,9350,maua,SP
128e10d95713541c87cd1a2e48201934,a20e8105f23924cd00833fd87daa0831,delivered,15/8/2017 18:29,15/8/2017 20:05,17/8/2017 15:28,18/8/2017 14:44,28/8/2017 0:00,1,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,21/8/2017 20:05,29.99,7.78,1,credit_card,3,37.77,b46f1e34512b0f4c74a72398b03ca788,4,,Deveriam embalar melhor o produto. A caixa veio toda amassada e vou dar de presente. ,19/8/2017 0:00,20/8/2017 15:16,utilidades_domesticas,40,268,4,500,19,8,13,3a51803cc0d012c3b5dc8b7528cb05f7,3366,sao paulo,SP,9350,maua,SP
0e7e841ddf8f8f2de2bad69267ecfbcf,26c7ac168e1433912a51b924fbd34d34,delivered,2/8/2017 18:24,2/8/2017 18:43,4/8/2017 17:35,7/8/2017 18:30,15/8/2017 0:00,1,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,8/8/2017 18:37,29.99,7.78,1,credit_card,1,37.77,dc90f19c2806f1abba9e72ad3c350073,5,,"Só achei ela pequena pra seis xícaras ,mais é um bom produto
",8/8/2017 0:00,8/8/2017 23:26,utilidades_domesticas,40,268,4,500,19,8,13,ef0996a1a279c26e7ecbd737be23d235,2290,sao paulo,SP,9350,maua,SP
bfc39df4f36c3693ff3b63fcbea9e90a,53904ddbea91e1e92b2b3f1d09a7af86,delivered,23/10/2017 23:26,25/10/2017 2:14,27/10/2017 16:48,7/11/2017 18:04,13/11/2017 0:00,1,87285b34884572647811a353c7ac498a,3504c0cb71d7fa48d967e0e4c94d59d9,31/10/2017 2:14,29.99,14.1,1,boleto,1,44.09,1bafb430e498b939f258b9c9dbdff9b1,3,,,8/11/2017 0:00,10/11/2017 19:52,utilidades_domesticas,40,268,4,500,19,8,13,e781fdcc107d13d865fc7698711cc572,88032,florianopolis,SC,9350,maua,SP
8736140c61ea584cb4250074756d8f3b,ab8844663ae049fda8baf15fc928f47f,delivered,10/8/2017 13:35,10/8/2017 13:50,11/8/2017 13:52,16/8/2017 19:03,23/8/2017 0:00,1,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,16/8/2017 13:50,75.9,7.79,1,credit_card,1,83.69,b8238c6515192f8129081e17dc57d169,5,,"custo beneficio, simples de usar e rápido",17/8/2017 0:00,21/8/2017 12:43,bebes,58,398,3,238,20,10,15,02c9e0c05a817d4562ec0e8c90f29dba,8577,itaquaquecetuba,SP,9350,maua,SP
88407c8c6e12493ff6e845df39540112,e902cb9d9992a69a267f69dec57aa3a3,delivered,15/8/2017 2:03,15/8/2017 2:15,16/8/2017 15:52,25/8/2017 21:59,28/8/2017 0:00,1,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,21/8/2017 2:15,75.9,7.79,1,credit_card,2,83.69,186b702b3817fd5cc00b201b11764d63,4,,muitro bom o produto chegou dentro do prazo.,26/8/2017 0:00,28/8/2017 20:10,bebes,58,398,3,238,20,10,15,28adbfbaf0b9c5e5a0555a8c853a7534,13060,campinas,SP,9350,maua,SP
4f2acff0b7d2bcc4a408abe5a223d407,d67b6cca5a87299f711a6961f579fe67,delivered,1/8/2017 16:31,2/8/2017 2:50,3/8/2017 14:36,9/8/2017 19:56,23/8/2017 0:00,1,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,8/8/2017 2:50,75.9,14.28,1,boleto,1,90.18,567900cb1263f2ee7341989937a789cc,5,,,10/8/2017 0:00,11/8/2017 21:08,bebes,58,398,3,238,20,10,15,aea90564d6f09ae11bf936f55ed49d72,82030,curitiba,PR,9350,maua,SP
019aaee09698daf81dcffe9d94a18b5c,e3893e579755de4feb1a4d0313c103fa,delivered,10/8/2017 14:04,10/8/2017 14:23,11/8/2017 13:52,12/8/2017 11:56,23/8/2017 0:00,1,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,16/8/2017 14:23,75.9,7.79,1,credit_card,2,83.69,43334848a48a7abf6faa2f8aba675b8a,2,,"tudo correu bem com a loja e com a entrega mas o produto não funcionou, vou devolver",13/8/2017 0:00,14/8/2017 12:24,bebes,58,398,3,238,20,10,15,cd6b577df45c00daa6b2767eaa947c72,13092,campinas,SP,9350,maua,SP
e37531db8933bdce0f86e9dc3768759e,74380820e581b5e8585abc1b5e11c079,delivered,7/8/2017 21:48,7/8/2017 22:25,8/8/2017 13:00,16/8/2017 11:42,29/8/2017 0:00,1,b00a32a0b42fd65efb58a5822009f629,3504c0cb71d7fa48d967e0e4c94d59d9,13/8/2017 22:25,75.9,14.28,1,credit_card,1,90.18,e2da524e62e92bd275c2ad9805a80aa4,5,,,17/8/2017 0:00,17/8/2017 15:26,bebes,58,398,3,238,20,10,15,11f61cff2e9a4f0dc6fbbe30faa54b18,21340,rio de janeiro,RJ,9350,maua,SP
a0151737f2f0c6c0a5fd69d45f66ceea,fc2697314ab7fbeda62bb6f1afa4efcd,delivered,12/7/2017 14:11,12/7/2017 14:30,13/7/2017 12:47,18/7/2017 16:24,25/7/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,18/7/2017 14:30,44.99,7.78,1,credit_card,2,52.77,fa5bf792d42ed25f80c54d18aeaa83de,4,,,19/7/2017 0:00,24/7/2017 13:59,cool_stuff,58,537,2,1850,34,5,34,bdd30e6e39cc70dde8665187b57af402,13820,jaguariuna,SP,9350,maua,SP
a3bf941183211246f0d42ad757cba127,3718e1873d5dc3e8d96c0ab783278b02,delivered,24/7/2017 22:16,25/7/2017 22:25,26/7/2017 14:57,28/7/2017 19:06,4/8/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,31/7/2017 22:25,44.99,7.78,1,credit_card,2,52.77,5fe3f65882f521f0fbc41e59b9fbff24,4,,,29/7/2017 0:00,1/8/2017 20:06,cool_stuff,58,537,2,1850,34,5,34,1bcb517dc3cc80868d2fa941174f386c,6298,osasco,SP,9350,maua,SP
e8f1a30189522698bfce82adf60472e7,945080eedd200e670d94e8b707422871,delivered,5/7/2017 11:58,5/7/2017 17:38,6/7/2017 11:04,7/7/2017 20:44,18/7/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,11/7/2017 17:28,44.99,7.78,1,credit_card,2,52.77,f08ff01cc53b9e3acd39659fd8008cb4,5,,,8/7/2017 0:00,10/7/2017 11:36,cool_stuff,58,537,2,1850,34,5,34,0e78d5d8e92c4454512d545b10be8585,13211,jundiai,SP,9350,maua,SP
e71fb32bec49dd4112bcbcc19126d388,f6c383cc79b182ce1550bc57504941c3,delivered,2/8/2017 22:12,2/8/2017 22:25,4/8/2017 13:39,8/8/2017 17:56,15/8/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,8/8/2017 22:25,44.99,7.78,1,credit_card,1,2.77,cb88f291b71e37563db00a6a0b5919c7,5,,,9/8/2017 0:00,10/8/2017 1:33,cool_stuff,58,537,2,1850,34,5,34,59b5158dcd4ab8fce908aba30ea36cc9,2919,sao paulo,SP,9350,maua,SP
e71fb32bec49dd4112bcbcc19126d388,f6c383cc79b182ce1550bc57504941c3,delivered,2/8/2017 22:12,2/8/2017 22:25,4/8/2017 13:39,8/8/2017 17:56,15/8/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,8/8/2017 22:25,44.99,7.78,2,voucher,1,50,cb88f291b71e37563db00a6a0b5919c7,5,,,9/8/2017 0:00,10/8/2017 1:33,cool_stuff,58,537,2,1850,34,5,34,59b5158dcd4ab8fce908aba30ea36cc9,2919,sao paulo,SP,9350,maua,SP
03eae39a27aeab0f8c9ad5b84555a6d1,d91337c4d268a8a9f17bef015ce9af3d,delivered,15/8/2017 10:23,15/8/2017 10:45,16/8/2017 15:52,19/8/2017 16:06,28/8/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,21/8/2017 10:45,48.9,11.73,1,credit_card,1,60.63,e6900bd37ec7a3f7b0f0a6c81034ee7d,5,,Chegou antes do prazo,20/8/2017 0:00,21/8/2017 19:16,cool_stuff,58,537,2,1850,34,5,34,f4f203a8ddb0c3e44212a6eaf379348e,8441,sao paulo,SP,9350,maua,SP
de01100645b731556de153cfbebc35b1,94602ee2b2723266d391c94e7d1f4d89,delivered,7/8/2017 12:13,7/8/2017 12:43,8/8/2017 13:32,17/8/2017 18:24,29/8/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,11/8/2017 12:34,44.99,15.1,1,credit_card,5,60.09,ca7cb3748121ff40c9593af97a039ffb,5,,fiquei muito satisfeita com o atendimento e com o produto,18/8/2017 0:00,23/8/2017 17:41,cool_stuff,58,537,2,1850,34,5,34,3b63e7ae5d6058eb51567425722cff95,35400,ouro preto,MG,9350,maua,SP
1f201b2bf1eecbd0ad32c3f430846b84,856f3263eb7af3a48765c85d4d0eea1d,delivered,26/9/2017 21:32,26/9/2017 21:49,28/9/2017 15:28,3/10/2017 13:38,11/10/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,2/10/2017 21:49,48.9,11.73,1,credit_card,4,60.63,677c67d89dafa61cb029b50d92a0686d,3,,,4/10/2017 0:00,6/10/2017 18:30,cool_stuff,58,537,2,1850,34,5,34,8b8d696df5beff17e7cfef915f0d1d78,5782,sao paulo,SP,9350,maua,SP
84aaa1a774e37a0a7c1a5413dc49e168,7cc4123da344ba5ca2fa23c0f7903fce,delivered,21/7/2017 10:03,21/7/2017 10:23,25/7/2017 19:45,26/7/2017 21:13,3/8/2017 0:00,1,725cbfcaff95a4d43742fdf13cf43c75,3504c0cb71d7fa48d967e0e4c94d59d9,27/7/2017 10:23,44.99,7.78,1,credit_card,1,52.77,6fda8978599edf0f42e3f19e90c51d79,5,,,27/7/2017 0:00,28/7/2017 14:11,cool_stuff,58,537,2,1850,34,5,34,a6b38dcfe711532c6f588ca185770b2d,5417,sao paulo,SP,9350,maua,SP
